12层,,"下表中(i,j)格子代表：",,当电梯停靠在i和j层时，所有层人等待电梯的时间的平均值。,,,,,,,,,,,,,,,,,,,,,,,,,
31.0262,30.9562,31.0262,31.1662,31.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.4165,29.3465,29.3465,29.4864,29.6964,30.1843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.9467,27.8067,27.8067,27.8767,28.0867,28.3666,28.9245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.547,26.407,26.337,26.407,26.547,26.8269,27.1768,27.8047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.2872,25.0772,25.0072,25.0072,25.1472,25.3572,25.7071,26.127,26.8249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.0974,23.8874,23.7474,23.7474,23.8174,24.0274,24.3073,24.7273,25.2172,25.985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.0476,22.7676,22.6276,22.5576,22.6276,22.7676,23.0476,23.3975,23.8874,24.4473,25.2851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.0677,21.7878,21.5778,21.5078,21.5078,21.6478,21.8578,22.2077,22.6276,23.1875,23.8174,24.7252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.2279,20.8779,20.668,20.528,20.528,20.598,20.8079,21.0879,21.5078,21.9977,22.6276,23.3275,24.3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.458,20.1081,19.8281,19.6881,19.6181,19.6881,19.8281,20.1081,20.458,20.9479,21.5078,22.2077,22.9776,24.0253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.8281,19.4082,19.1282,18.9183,18.8483,18.8483,18.9882,19.1982,19.5482,19.9681,20.528,21.1579,21.9277,22.7676,23.8854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.2682,18.8483,18.4983,18.2884,18.1484,18.1484,18.2184,18.4283,18.7083,19.1282,19.6181,20.248,20.9479,21.7878,22.6976,23.8854,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.8483,18.3584,18.0084,17.7285,17.5885,17.5185,17.5885,17.7285,18.0084,18.3584,18.8483,19.4082,20.1081,20.8779,21.7878,22.7676,24.0253,0,0,0,0,0,0,0,0,0,0,0,0,0
18.4983,18.0084,17.5885,17.3085,17.0986,17.0286,17.0286,17.1686,17.3785,17.7285,18.1484,18.7083,19.3382,20.1081,20.9479,21.9277,22.9776,24.3053,0,0,0,0,0,0,0,0,0,0,0,0
18.2884,17.7285,17.3085,16.9586,16.7486,16.6087,16.6087,16.6786,16.8886,17.1686,17.5885,18.0784,18.7083,19.4082,20.248,21.1579,22.2077,23.3275,24.7252,0,0,0,0,0,0,0,0,0,0,0
18.1484,17.5885,17.0986,16.7486,16.4687,16.3287,16.2587,16.3287,16.4687,16.7486,17.0986,17.5885,18.1484,18.8483,19.6181,20.528,21.5078,22.6276,23.8174,25.2851,0,0,0,0,0,0,0,0,0,0
18.1484,17.5185,17.0286,16.6087,16.3287,16.1187,16.0488,16.0488,16.1887,16.3987,16.7486,17.1686,17.7285,18.3584,19.1282,19.9681,20.9479,21.9977,23.1875,24.4473,25.985,0,0,0,0,0,0,0,0,0
18.2184,17.5885,17.0286,16.6087,16.2587,16.0488,15.9088,15.9088,15.9788,16.1887,16.4687,16.8886,17.3785,18.0084,18.7083,19.5482,20.458,21.5078,22.6276,23.8874,25.2172,26.8249,0,0,0,0,0,0,0,0
18.4283,17.7285,17.1686,16.6786,16.3287,16.0488,15.9088,15.8388,15.9088,16.0488,16.3287,16.6786,17.1686,17.7285,18.4283,19.1982,20.1081,21.0879,22.2077,23.3975,24.7273,26.127,27.8047,0,0,0,0,0,0,0
18.7083,18.0084,17.3785,16.8886,16.4687,16.1887,15.9788,15.9088,15.9088,16.0488,16.2587,16.6087,17.0286,17.5885,18.2184,18.9882,19.8281,20.8079,21.8578,23.0476,24.3073,25.7071,27.1768,28.9245,0,0,0,0,0,0
19.1282,18.3584,17.7285,17.1686,16.7486,16.3987,16.1887,16.0488,16.0488,16.1187,16.3287,16.6087,17.0286,17.5185,18.1484,18.8483,19.6881,20.598,21.6478,22.7676,24.0274,25.3572,26.8269,28.3666,30.1843,0,0,0,0,0
19.6181,18.8483,18.1484,17.5885,17.0986,16.7486,16.4687,16.3287,16.2587,16.3287,16.4687,16.7486,17.0986,17.5885,18.1484,18.8483,19.6181,20.528,21.5078,22.6276,23.8174,25.1472,26.547,28.0867,29.6964,31.584,0,0,0,0
20.248,19.4082,18.7083,18.0784,17.5885,17.1686,16.8886,16.6786,16.6087,16.6087,16.7486,16.9586,17.3085,17.7285,18.2884,18.9183,19.6881,20.528,21.5078,22.5576,23.7474,25.0072,26.407,27.8767,29.4864,31.1662,33.1238,0,0,0
20.9479,20.1081,19.3382,18.7083,18.1484,17.7285,17.3785,17.1686,17.0286,17.0286,17.0986,17.3085,17.5885,18.0084,18.4983,19.1282,19.8281,20.668,21.5778,22.6276,23.7474,25.0072,26.337,27.8067,29.3465,31.0262,32.7759,34.8035,0,0
21.7878,20.8779,20.1081,19.4082,18.8483,18.3584,18.0084,17.7285,17.5885,17.5185,17.5885,17.7285,18.0084,18.3584,18.8483,19.4082,20.1081,20.8779,21.7878,22.7676,23.8874,25.0772,26.407,27.8067,29.3465,30.9562,32.7059,34.5256,36.6232,0
22.6976,21.7878,20.9479,20.248,19.6181,19.1282,18.7083,18.4283,18.2184,18.1484,18.1484,18.2884,18.4983,18.8483,19.2682,19.8281,20.458,21.2279,22.0677,23.0476,24.0974,25.2872,26.547,27.9467,29.4165,31.0262,32.7059,34.5256,36.4153,0
